,Title,Year,Certificate,Runtime,Genre,IMDB,Metascore,Director,Votes,Gross
216,Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan,(1999),,84 min,"Animation, Action, Adventure",6.0,28        ,Kunihiko Yuyama,"23,117",$43.76M
217,Cats & Dogs: The Revenge of Kitty Galore,(2010),U,82 min,"Animation, Action, Adventure",4.3,30        ,Brad Peyton,"15,817",$43.59M
218,Sherlock Gnomes,(2018),U,86 min,"Animation, Adventure, Comedy",5.2,36        ,John Stevenson,"13,353",$43.24M
219,Planet 51,(2009),U,91 min,"Animation, Adventure, Comedy",6.0,39        ,Jorge Blanco,"57,201",$42.09M
220,The Angry Birds Movie 2,(2019),P13,97 min,"Animation, Action, Adventure",6.4,60        ,Thurop Van Orman,"32,756",$41.66M
221,The Star,(2017),PG,86 min,"Animation, Adventure, Comedy",6.2,42        ,Timothy Reckart,"8,763",$40.85M
222,PAW Patrol: The Movie,(2021),P13,86 min,"Animation, Action, Adventure",6.1,50        ,Cal Brunker,"7,249",$40.13M
223,The Wild Thornberrys Movie,(2002),PG,85 min,"Animation, Adventure, Comedy",5.6,69        ,Cathy Malkasian,"15,033",$40.11M
224,Pete's Dragon,(1977),,128 min,"Animation, Adventure, Comedy",6.3,46        ,Don Chaffey,"25,758",$40.10M
225,Rugrats Go Wild,(2003),U,81 min,"Animation, Adventure, Comedy",5.5,38        ,John Eng,"8,716",$39.40M
226,The Great Mouse Detective,(1986),U,74 min,"Animation, Adventure, Family",7.1,73        ,Ron Clements,"52,262",$38.60M
227,Treasure Planet,(2002),PG,95 min,"Animation, Adventure, Family",7.2,60        ,Ron Clements,"126,406",$38.18M
228,The AristoCats,(1970),U,78 min,"Animation, Adventure, Comedy",7.1,66        ,Wolfgang Reitherman,"109,949",$37.68M
229,The Wild,(2006),U,95 min,"Animation, Adventure, Comedy",5.2,47        ,Steve 'Spaz' Williams,"26,932",$37.38M
230,Recess: School's Out,(2001),G,82 min,"Animation, Adventure, Comedy",6.5,43        ,Chuck Sheetz,"11,256",$36.70M
231,Walking with Dinosaurs 3D,(2013),PG,87 min,"Animation, Adventure, Comedy",5.2,37        ,Barry Cook,"11,693",$36.08M
232,A Goofy Movie,(1995),,78 min,"Animation, Adventure, Comedy",6.9,53        ,Kevin Lima,"59,368",$35.35M
233,Frankenweenie,(2012),U,87 min,"Animation, Comedy, Drama",6.9,74        ,Tim Burton,"112,572",$35.29M
234,Star Wars: The Clone Wars,(2008),U,98 min,"Animation, Action, Adventure",5.9,35        ,Dave Filoni,"69,747",$35.16M
235,Gekijouban Jujutsu Kaisen 0,(2021),PG-13,105 min,"Animation, Action, Fantasy",7.8,71        ,Seong-Hu Park,"25,663",$34.54M
236,Final Fantasy: The Spirits Within,(2001),U,106 min,"Animation, Action, Adventure",6.4,49        ,Hironobu Sakaguchi,"83,231",$32.13M
237,Robin Hood,(1973),,83 min,"Animation, Adventure, Comedy",7.5,57        ,Wolfgang Reitherman,"133,549",$32.06M
238,Isle of Dogs,(2018),P13,101 min,"Animation, Adventure, Comedy",7.8,82        ,Wes Anderson,"180,742",$32.02M
239,9,(I) (2009),U,79 min,"Animation, Action, Adventure",7.0,60        ,Shane Acker,"143,877",$31.74M
240,The Pirates! In an Adventure with Scientists!,(2012),U,88 min,"Animation, Adventure, Comedy",6.7,73        ,Peter Lord,"50,153",$31.05M
241,Doragon bôru chô: Burorî,(2018),P13,100 min,"Animation, Action, Adventure",7.7,59        ,Tatsuya Nagamine,"29,828",$30.71M
242,Space Chimps,(2008),U,81 min,"Animation, Adventure, Comedy",4.5,36        ,Kirk DeMicco,"12,172",$30.11M
243,Teen Titans Go! To the Movies,(2018),U,84 min,"Animation, Action, Adventure",6.7,69        ,Aaron Horvath,"20,767",$29.79M
244,James and the Giant Peach,(1996),PG,79 min,"Animation, Adventure, Family",6.7,78        ,Henry Selick,"71,355",$28.93M
245,Garfield: A Tale of Two Kitties,(2006),U,82 min,"Animation, Adventure, Comedy",5.0,37        ,Tim Hill,"45,345",$28.43M
246,The Nut Job 2: Nutty by Nature,(2017),U,91 min,"Animation, Adventure, Comedy",5.5,36        ,Cal Brunker,"7,018",$28.37M
247,The Ant Bully,(2006),U,88 min,"Animation, Adventure, Comedy",5.8,59        ,John A. Davis,"40,824",$28.14M
248,The Rescuers Down Under,(1990),,77 min,"Animation, Adventure, Comedy",6.8,70        ,Hendel Butoy,"45,366",$27.93M
249,All Dogs Go to Heaven,(1989),U,84 min,"Animation, Adventure, Comedy",6.7,50        ,Don Bluth,"44,243",$27.10M
250,Winnie the Pooh,(2011),U,63 min,"Animation, Adventure, Comedy",7.1,74        ,Stephen J. Anderson,"26,986",$26.69M
251,Sinbad: Legend of the Seven Seas,(2003),PG,88 min,"Animation, Adventure, Comedy",6.7,48        ,Patrick Gilmore,"57,346",$26.48M
252,The Adventures of Rocky & Bullwinkle,(2000),PG,92 min,"Animation, Adventure, Comedy",4.3,36        ,Des McAnuff,"20,828",$26.00M
253,Jonah: A VeggieTales Movie,(2002),,82 min,"Animation, Adventure, Comedy",6.4,58        ,Phil Vischer,"4,410",$25.58M
254,Alpha and Omega,(2010),U,90 min,"Animation, Adventure, Comedy",5.1,36        ,Anthony Bell,"14,883",$25.08M
255,Fritz the Cat,(1972),(Banned),78 min,"Animation, Comedy, Drama",6.2,54        ,Ralph Bakshi,"13,760",$25.00M
256,Ballerina,(2016),PG,89 min,"Animation, Adventure, Comedy",6.7,48        ,Eric Summer,"23,514",$24.70M
257,FernGully: The Last Rainforest,(1992),U,76 min,"Animation, Adventure, Family",6.5,67        ,Bill Kroyer,"32,430",$24.65M
258,Eight Crazy Nights,(2002),U,76 min,"Animation, Comedy, Musical",5.3,23        ,Seth Kearsley,"24,166",$23.44M
259,The Iron Giant,(1999),U,86 min,"Animation, Action, Adventure",8.1,85        ,Brad Bird,"212,665",$23.16M
260,Piglet's Big Movie,(2003),,75 min,"Animation, Adventure, Comedy",6.1,62        ,Francis Glebas,"8,349",$23.10M
261,The Care Bears Movie,(1985),U,77 min,"Animation, Adventure, Comedy",5.6,46        ,Arna Selznick,"5,697",$22.93M
262,Titan A.E.,(2000),PG,94 min,"Animation, Action, Adventure",6.6,48        ,Don Bluth,"62,771",$22.75M
263,Quest for Camelot,(1998),,86 min,"Animation, Adventure, Comedy",6.2,50        ,Frederik Du Chau,"17,426",$22.72M
264,The Sword in the Stone,(1963),,79 min,"Animation, Adventure, Comedy",7.1,61        ,Wolfgang Reitherman,"102,718",$22.18M
265,An American Tail: Fievel Goes West,(1991),,75 min,"Animation, Adventure, Family",6.5,,Phil Nibbelink,"27,436",$22.17M
266,My Little Pony: The Movie,(2017),U,99 min,"Animation, Adventure, Comedy",6.1,39        ,Jayson Thiessen,"7,533",$21.89M
267,Mars Needs Moms,(2011),U,88 min,"Animation, Action, Adventure",5.4,49        ,Simon Wells,"23,357",$21.38M
268,The Black Cauldron,(1985),U,80 min,"Animation, Action, Adventure",6.3,59        ,Ted Berman,"38,722",$21.29M
269,Fantastic Mr. Fox,(2009),U,87 min,"Animation, Adventure, Comedy",7.9,83        ,Wes Anderson,"251,771",$21.00M
270,Looney Tunes: Back in Action,(2003),U,93 min,"Animation, Adventure, Comedy",5.8,64        ,Joe Dante,"39,273",$20.99M
271,UglyDolls,(2019),U,87 min,"Animation, Adventure, Comedy",5.1,39        ,Kelly Asbury,"7,472",$20.15M
272,Middle School: The Worst Years of My Life,(2016),PG,92 min,"Animation, Comedy, Family",6.1,51        ,Steve Carr,"9,612",$19.99M
273,Yu-Gi-Oh! The Movie,(2004),PG,100 min,"Animation, Action, Adventure",4.9,15        ,Hatsuki Tsuji,"8,865",$19.76M
274,Astro Boy,(2009),P13,94 min,"Animation, Action, Adventure",6.2,53        ,David Bowers,"38,525",$19.55M
275,Igor,(2008),U,87 min,"Animation, Comedy, Family",5.9,40        ,Tony Leondis,"23,946",$19.53M
276,Valiant,(2005),U,76 min,"Animation, Adventure, Comedy",5.5,45        ,Gary Chapman,"23,792",$19.48M
277,Doug's 1st Movie,(1999),,77 min,"Animation, Adventure, Comedy",4.9,,Maurice Joyce,"3,437",$19.42M
278,Shaun the Sheep Movie,(2015),PG,85 min,"Animation, Adventure, Comedy",7.3,81        ,Mark Burton,"42,188",$19.38M
279,Karigurashi no Arietti,(2010),U,94 min,"Animation, Adventure, Drama",7.6,80        ,Hiromasa Yonebayashi,"98,011",$19.20M
280,Bedknobs and Broomsticks,(1971),,117 min,"Animation, Adventure, Comedy",7.0,59        ,Robert Stevenson,"39,527",$18.53M
281,DuckTales the Movie: Treasure of the Lost Lamp,(1990),,74 min,"Animation, Adventure, Comedy",6.8,,Bob Hathcock,"27,967",$18.12M
282,Pooh's Heffalump Movie,(2005),G,68 min,"Animation, Adventure, Comedy",6.4,64        ,Frank Nissen,"8,055",$18.10M
283,Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,(2000),G,93 min,"Animation, Action, Adventure",5.8,,Kunihiko Yuyama,"14,726",$17.05M
284,Norm of the North,(2016),U,88 min,"Animation, Adventure, Comedy",3.4,21        ,Trevor Wall,"9,748",$17.02M
285,Missing Link,(2019),P13,93 min,"Animation, Adventure, Comedy",6.7,68        ,Chris Butler,"27,779",$16.65M
286,Happily N'Ever After,(2006),PG,75 min,"Animation, Adventure, Comedy",4.5,28        ,Paul Bolger,"10,931",$15.59M
287,Arthur et les Minimoys,(2006),U,94 min,"Animation, Adventure, Comedy",6.0,39        ,Luc Besson,"39,433",$15.13M
288,Gake no ue no Ponyo,(2008),U,101 min,"Animation, Adventure, Comedy",7.6,86        ,Hayao Miyazaki,"152,737",$15.09M
289,The Adventures of Pinocchio,(1984),,98 min,"Animation, Family",5.2,,Ippei Kuri,99,$14.76M
290,Fly Me to the Moon,(2007),G,84 min,"Animation, Adventure, Family",4.5,36        ,Ben Stassen,"4,688",$14.53M
291,Everyone's Hero,(2006),,87 min,"Animation, Adventure, Comedy",5.7,51        ,Colin Brady,"9,327",$14.52M
292,The Wonderful World of the Brothers Grimm,(1962),,135 min,"Animation, Adventure, Biography",6.4,,Henry Levin,"2,043",$14.17M
293,Cool World,(1992),PG-13,102 min,"Animation, Comedy, Fantasy",4.8,28        ,Ralph Bakshi,"24,153",$14.11M
294,Hey Arnold! The Movie,(2002),U,76 min,"Animation, Adventure, Comedy",5.9,47        ,Tuck Tucker,"7,587",$13.68M
295,The Pagemaster,(1994),,80 min,"Animation, Adventure, Comedy",6.1,,Pixote Hunt,"24,656",$13.67M
296,Osmosis Jones,(2001),PG,95 min,"Animation, Action, Adventure",6.3,57        ,Bobby Farrelly,"37,606",$13.60M
297,A Boy Named Charlie Brown,(1969),,86 min,"Animation, Comedy, Drama",7.3,,Bill Melendez,"5,351",$13.08M
298,One Piece Film Red,(2022),PG-13,115 min,"Animation, Action, Adventure",6.6,69        ,Gorô Taniguchi,"11,997",$12.78M
299,The Pirates Who Don't Do Anything: A VeggieTales Movie,(2008),G,85 min,"Animation, Adventure, Comedy",5.6,49        ,Mike Nawrocki,"3,003",$12.70M
300,Strange Magic,(2015),PG,99 min,"Animation, Adventure, Comedy",5.7,25        ,Gary Rydstrom,"11,806",$12.43M
301,The King and I,(1999),,88 min,"Animation, Family, Fantasy",4.3,29        ,Richard Rich,"4,205",$11.96M
302,Rock-A-Doodle,(1991),,74 min,"Animation, Adventure, Comedy",6.0,,Don Bluth,"10,140",$11.66M
303,The Powerpuff Girls Movie,(2002),U,73 min,"Animation, Action, Adventure",6.5,65        ,Craig McCracken,"10,633",$11.41M
304,Thumbelina,(1994),,86 min,"Animation, Adventure, Family",6.2,,Don Bluth,"17,991",$11.37M
305,Balto,(1995),U,78 min,"Animation, Adventure, Drama",7.1,,Simon Wells,"46,209",$11.35M
306,La flûte à six schtroumpfs,(1976),,90 min,"Animation, Comedy, Family",5.9,,Peyo,"1,398",$11.23M
307,Jetsons: The Movie,(1990),,82 min,"Animation, Comedy, Family",5.5,46        ,Joseph Barbera,"5,519",$10.90M
308,Welcome to Marwen,(2018),PG-13,116 min,"Animation, Biography, Comedy",6.2,40        ,Robert Zemeckis,"25,093",$10.76M
309,Hoodwinked Too! Hood vs. Evil,(2011),PG,87 min,"Animation, Adventure, Comedy",4.7,20        ,Mike Disa,"13,604",$10.14M
310,The Secret of NIMH,(1982),U,82 min,"Animation, Adventure, Drama",7.5,76        ,Don Bluth,"43,284",$10.14M
311,Sen to Chihiro no kamikakushi,(2001),U,125 min,"Animation, Adventure, Family",8.6,96        ,Hayao Miyazaki,"799,543",$10.06M
312,Once Upon a Forest,(1993),U,71 min,"Animation, Adventure, Drama",6.4,,Charles Grosvenor,"5,865",$10.00M
313,The Swan Princess,(1994),,93 min,"Animation, Adventure, Comedy",6.4,70        ,Richard Rich,"26,210",$9.77M
314,Digimon: The Movie,(2000),U,82 min,"Animation, Action, Adventure",6.0,20        ,Bob Buchholz,"7,705",$9.63M
315,Rock Dog,(2016),PG,90 min,"Animation, Adventure, Comedy",5.9,48        ,Ash Brannon,"5,770",$9.42M
316,We're Back! A Dinosaur's Story,(1993),,72 min,"Animation, Adventure, Comedy",6.0,,Phil Nibbelink,"15,646",$9.32M
317,Un gallo con muchos huevos,(2015),PG-13,98 min,"Animation, Adventure, Comedy",5.7,,Gabriel Riva Palacio Alatriste,"1,146",$9.07M
318,Wizards,(1977),,82 min,"Animation, Adventure, Fantasy",6.3,,Ralph Bakshi,"12,475",$9.00M
319,All Dogs Go to Heaven 2,(1996),U,82 min,"Animation, Adventure, Family",5.5,,Larry Leker,"6,412",$8.62M
320,Ratchet & Clank,(2016),U,94 min,"Animation, Action, Adventure",5.5,29        ,Kevin Munroe,"11,476",$8.55M
321,Care Bears Movie II: A New Generation,(1986),,76 min,"Animation, Adventure, Comedy",5.4,39        ,Dale Schott,"2,429",$8.54M
322,Legends of Oz: Dorothy's Return,(2013),PG,88 min,"Animation, Adventure, Family",5.0,25        ,Will Finn,"6,156",$8.46M
323,Bebe's Kids,(1992),PG-13,70 min,"Animation, Comedy, Fantasy",5.8,,Bruce W. Smith,"5,378",$8.44M
324,Early Man,(2018),PG,89 min,"Animation, Adventure, Comedy",6.1,68        ,Nick Park,"23,052",$8.27M
325,Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',(2015),,93 min,"Animation, Action, Adventure",7.2,,Tadayoshi Yamamuro,"23,226",$8.01M
326,Robinson Crusoe,(2016),PG,91 min,"Animation, Adventure, Comedy",5.3,36        ,Vincent Kesteloot,"6,482",$7.97M
327,Tenki no ko,(2019),P13,112 min,"Animation, Drama, Fantasy",7.5,72        ,Makoto Shinkai,"49,341",$7.80M
328,The Secret of the Sword,(1985),,100 min,"Animation, Action, Adventure",7.2,31        ,Ed Friedman,"3,140",$7.66M
329,The Magic Roundabout,(2005),,85 min,"Animation, Adventure, Comedy",5.2,,Dave Borthwick,"3,576",$7.42M
330,Doogal,(2006),,85 min,"Animation, Adventure, Comedy",2.8,23        ,Dave Borthwick,"5,296",$7.38M
331,Gulliver's Travels,(1939),,76 min,"Animation, Adventure, Comedy",6.6,,Dave Fleischer,"4,642",$7.13M
332,Les triplettes de Belleville,(2003),U,80 min,"Animation, Adventure, Comedy",7.7,91        ,Sylvain Chomet,"55,962",$7.00M
333,The Chipmunk Adventure,(1987),,78 min,"Animation, Adventure, Comedy",7.1,,Janice Karman,"5,759",$6.80M
334,Loving Vincent,(2017),PG-13,94 min,"Animation, Drama, Mystery",7.8,62        ,DK Welchman,"60,868",$6.74M
335,Here Come the Littles,(1985),,72 min,"Animation, Adventure, Family",6.8,,Bernard Deyriès,256,$6.57M
336,Teacher's Pet,(2004),PG,73 min,"Animation, Adventure, Comedy",5.7,74        ,Timothy Björklund,"1,887",$6.49M
337,The Last Unicorn,(1982),U,92 min,"Animation, Adventure, Drama",7.3,70        ,Jules Bass,"28,321",$6.46M
338,American Pop,(1981),,96 min,"Animation, Drama, History",7.1,57        ,Ralph Bakshi,"5,279",$6.00M
339,Urfin Dzhyus i ego derevyannye soldaty,(2017),,91 min,"Animation, Adventure, Family",4.7,,Fyodor Dmitriev,340,$5.97M
340,My Little Pony: The Movie,(1986),,86 min,"Animation, Adventure, Family",5.9,23        ,Mike Joens,"2,802",$5.96M
341,The Transformers: The Movie,(1986),U,84 min,"Animation, Action, Adventure",7.2,43        ,Nelson Shin,"41,051",$5.85M
342,Marcel the Shell with Shoes On,(2021),PG,90 min,"Animation, Comedy, Drama",7.7,80        ,Dean Fleischer Camp,"20,248",$5.79M
343,Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~,(2018),PG-13,96 min,"Animation, Action, Adventure",7.3,,Kenji Nagasaki,"11,657",$5.75M
344,Orlando,(2011),,80 min,Animation,4.4,,Fulvio Ottaviano,16,$5.74M
345,Batman: Mask of the Phantasm,(1993),PG,76 min,"Animation, Action, Adventure",7.8,65        ,Kevin Altieri,"54,039",$5.62M
346,Aqua Teen Hunger Force Colon Movie Film for Theaters,(2007),(Banned),86 min,"Animation, Action, Adventure",6.7,54        ,Matt Maiellaro,"14,326",$5.52M
347,A Scanner Darkly,(2006),18PL,100 min,"Animation, Comedy, Crime",7.0,73        ,Richard Linklater,"114,927",$5.50M
348,Monkeybone,(2001),U,93 min,"Animation, Comedy, Fantasy",4.8,40        ,Henry Selick,"18,723",$5.41M
349,Charlotte's Web,(1973),,94 min,"Animation, Adventure, Drama",6.9,73        ,Charles Nichols,"21,985",$5.23M
350,Kaze tachinu,(2013),P13,126 min,"Animation, Biography, Drama",7.7,83        ,Hayao Miyazaki,"91,491",$5.21M
351,Heidi's Song,(1982),,94 min,"Animation, Adventure, Drama",6.2,,Robert Taylor,320,$5.12M
352,Kimi no na wa.,(2016),P13,106 min,"Animation, Drama, Fantasy",8.4,81        ,Makoto Shinkai,"292,729",$5.02M
353,Rainbow Brite and the Star Stealer,(1985),,85 min,"Animation, Adventure, Family",6.7,,Bernard Deyriès,"1,331",$4.89M
354,"Hey There, It's Yogi Bear",(1964),G,89 min,"Animation, Adventure, Comedy",6.5,,Joseph Barbera,"1,089",$4.84M
355,Hauru no ugoku shiro,(2004),U,119 min,"Animation, Adventure, Family",8.2,82        ,Hayao Miyazaki,"417,772",$4.71M
356,Persepolis,(2007),PG-13,96 min,"Animation, Biography, Drama",8.0,90        ,Vincent Paronnaud,"97,570",$4.45M
357,The Pebble and the Penguin,(1995),U,74 min,"Animation, Adventure, Comedy",5.5,,Don Bluth,"5,339",$3.98M
358,Batman: The Killing Joke,(2016),R,76 min,"Animation, Action, Crime",6.4,,Sam Liu,"59,711",$3.78M
359,Anomalisa,(2015),R,90 min,"Animation, Comedy, Drama",7.3,88        ,Duke Johnson,"73,877",$3.76M
360,Ne Zha zhi mo tong jiang shi,(2019),P13,110 min,"Animation, Action, Adventure",7.4,54        ,Yu Yang,"8,129",$3.70M
361,Cats Don't Dance,(1997),,75 min,"Animation, Comedy, Family",6.9,62        ,Mark Dindal,"8,103",$3.56M
362,Tom and Jerry: The Movie,(1992),U,84 min,"Animation, Adventure, Comedy",5.4,,Phil Roman,"11,641",$3.56M
363,Starchaser: The Legend of Orin,(1985),,100 min,"Animation, Action, Adventure",6.4,,Steven Hahn,"2,378",$3.36M
364,Happily Ever After,(1989),,75 min,"Animation, Family, Fantasy",5.5,,John Howley,"2,520",$3.30M
365,Pinocchio and the Emperor of the Night,(1987),,87 min,"Animation, Adventure, Family",6.3,,Hal Sutherland,711,$3.26M
366,"Race for Your Life, Charlie Brown",(1977),,76 min,"Animation, Adventure, Comedy",7.2,55        ,Bill Melendez,"3,792",$3.22M
367,Sgt. Stubby: An American Hero,(2018),PG,84 min,"Animation, Adventure, Family",6.9,58        ,Richard Lanni,"2,445",$3.14M
368,Clifford's Really Big Movie,(2004),G,74 min,"Animation, Adventure, Comedy",5.4,49        ,Robert C. Ramirez,"1,027",$2.92M
369,Waking Life,(2001),R,99 min,"Animation, Drama, Fantasy",7.7,84        ,Richard Linklater,"65,778",$2.89M
370,The Care Bears Adventure in Wonderland,(1987),,80 min,"Animation, Adventure, Comedy",5.7,39        ,Raymond Jafelice,"1,251",$2.61M
371,Dragon Ball Z: Doragon bôru Z - Kami to Kami,(2013),,85 min,"Animation, Action, Adventure",7.1,,Masahiro Hosoda,"29,060",$2.55M
372,Meari to majo no hana,(2017),PG,103 min,"Animation, Adventure, Family",6.8,74        ,Hiromasa Yonebayashi,"15,308",$2.42M
373,Pokémon the Movie: I Choose You,(2017),U,98 min,"Animation, Action, Adventure",6.3,,Kunihiko Yuyama,"7,204",$2.40M
374,Mononoke-hime,(1997),U,134 min,"Animation, Action, Adventure",8.3,76        ,Hayao Miyazaki,"410,956",$2.38M
375,Vals Im Bashir,(2008),(Banned),90 min,"Documentary, Animation, Biography",8.0,91        ,Ari Folman,"59,230",$2.28M
376,L'illusionniste,(2010),PG,80 min,"Animation, Drama, Fantasy",7.5,82        ,Sylvain Chomet,"35,959",$2.23M
377,Heathcliff: The Movie,(1986),,73 min,"Family, Animation, Comedy",5.1,,Bruno Bianchi,289,$2.19M
378,Scoob!,(2020),U,93 min,"Animation, Adventure, Comedy",5.6,43        ,Tony Cervone,"28,687",$2.19M
379,The Princess and the Goblin,(1991),,82 min,"Animation, Adventure, Comedy",6.7,,József Gémes,"2,995",$2.14M
380,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",(1980),,75 min,"Animation, Adventure, Comedy",7.1,68        ,Bill Melendez,"3,401",$2.01M
381,Racetime,(2018),PG,89 min,"Animation, Adventure, Musical",5.5,,Benoît Godbout,560,$1.87M
382,The Nutcracker Prince,(1990),,75 min,"Animation, Adventure, Family",6.8,,Paul Schibli,"2,550",$1.78M
383,Poketto monsutâ: Serebî - Toki wo koeta deai,(2001),G,75 min,"Animation, Action, Adventure",5.7,,Kunihiko Yuyama,"9,024",$1.73M
384,Astérix: Le domaine des dieux,(2014),,85 min,"Animation, Adventure, Comedy",6.9,,Louis Clichy,"14,803",$1.66M
385,Terra,(I) (2007),PG,90 min,"Animation, Action, Adventure",6.5,54        ,Aristomenis Tsirbas,"12,055",$1.65M
386,Dumbo,(1941),G,64 min,"Animation, Adventure, Drama",7.2,96        ,Samuel Armstrong,"137,452",$1.60M
387,Vincent,(1987),,105 min,"Animation, Biography, Drama",7.5,,Paul Cox,437,$1.58M
388,Kaguya-hime no monogatari,(2013),P13,137 min,"Animation, Drama, Family",8.0,89        ,Isao Takahata,"50,319",$1.51M
389,Genesis: Paradise Lost,(2017),PG,130 min,"Documentary, Animation",4.9,,Ralph Strean,754,$1.44M
390,Little Nemo,(1989),,85 min,"Animation, Adventure, Comedy",7.1,,Masami Hata,"7,941",$1.37M
391,The Oscar Nominated Short Films: Animation,(2011),,85 min,Animation,6.9,,Geefwee Boedoe,42,$1.35M
392,Heavy Traffic,(1973),,77 min,"Animation, Comedy, Drama",6.5,,Ralph Bakshi,"3,530",$1.34M
393,Le Petit Prince,(2015),PG,108 min,"Animation, Adventure, Drama",7.7,70        ,Mark Osborne,"64,624",$1.34M
394,GoBots: Battle of the Rock Lords,(1986),,75 min,"Animation, Action, Adventure",5.4,30        ,Don Lusk,532,$1.34M
395,Babar: The Movie,(1989),,70 min,"Animation, Adventure, Family",6.3,,Alan Bunce,"1,065",$1.31M
396,One Piece: Stampede,(2019),,101 min,"Animation, Action, Adventure",7.5,,Takashi Ôtsuka,"7,043",$1.30M
397,Astérix: Le secret de la potion magique,(2018),,87 min,"Animation, Adventure, Comedy",6.7,,Alexandre Astier,"10,694",$1.27M
398,Freddie as F.R.O.7.,(1992),,91 min,"Animation, Adventure, Comedy",5.1,,Jon Acevski,781,$1.12M
399,Tonari no Totoro,(1988),U,86 min,"Animation, Comedy, Family",8.1,86        ,Hayao Miyazaki,"356,948",$1.11M
400,The Nine Lives of Fritz the Cat,(1974),,77 min,"Animation, Comedy",5.3,,Robert Taylor,"2,914",$1.09M
401,Alice in Wonderland,(1951),U,75 min,"Animation, Adventure, Comedy",7.3,68        ,Clyde Geronimi,"148,335",$1.07M
402,The Adventures of the American Rabbit,(1986),,85 min,"Animation, Family, Fantasy",5.3,,Nobutaka Nishizawa,491,$1.05M
403,Inosensu: Innocence,(2004),PG-13,100 min,"Animation, Drama, Mystery",7.4,66        ,Mamoru Oshii,"39,483",$1.04M
404,Yu-Gi-Oh!: The Dark Side of Dimensions,(2016),P13,130 min,"Animation, Adventure, Drama",6.9,,Satoshi Kuwabara,"3,320",$1.02M
405,Kokuriko-zaka kara,(2011),U,91 min,"Animation, Comedy, Drama",7.4,71        ,Gorô Miyazaki,"47,994",$1.00M
406,Cowboy Bebop: Tengoku no tobira,(2001),18SG,115 min,"Animation, Action, Crime",7.8,61        ,Shin'ichirô Watanabe,"50,988",$1.00M
407,Yellow Submarine,(1968),,88 min,"Animation, Adventure, Comedy",7.4,79        ,George Dunning,"27,292",$0.99M
408,The Ten Commandments,(2007),PG,88 min,"Animation, Family, History",2.9,25        ,Bill Boyce,"2,486",$0.95M
409,The Lord of the Rings,(1978),U,132 min,"Animation, Adventure, Fantasy",6.2,,Ralph Bakshi,"34,771",$0.92M
410,La tortue rouge,(2016),U,80 min,"Animation, Drama, Family",7.5,86        ,Michael Dudok de Wit,"36,967",$0.92M
411,Paprika,(2006),R,90 min,"Animation, Drama, Fantasy",7.7,81        ,Satoshi Kon,"88,792",$0.88M
412,The Reluctant Dragon,(I) (1941),,74 min,"Animation, Comedy, Family",6.8,,Alfred L. Werker,"3,604",$0.87M
413,Song of the Sea,(2014),PG,93 min,"Animation, Adventure, Drama",8.0,85        ,Tomm Moore,"61,075",$0.86M
414,The Adventures of Mark Twain,(1985),U,86 min,"Animation, Adventure, Family",7.2,,Will Vinton,"3,239",$0.85M
415,Shin Evangelion Gekijôban,(2021),,154 min,"Animation, Action, Drama",8.0,84        ,Mahiro Maeda,"12,461",$0.83M
416,Mirai no Mirai,(2018),U,98 min,"Animation, Adventure, Drama",7.0,81        ,Mamoru Hosoda,"17,171",$0.81M
417,Victory Through Air Power,(1943),,70 min,"Documentary, Animation, History",6.5,,James Algar,"1,116",$0.80M
418,Gekijouban Poketto monsutâ: Minna no Monogatari,(2018),,100 min,"Animation, Action, Adventure",6.2,,Tetsuo Yajima,"2,818",$0.79M
419,Pippi Longstocking,(1997),,76 min,"Animation, Adventure, Comedy",5.2,,Michael Schaack,"1,600",$0.78M
420,Pâfekuto burû,(1997),18,81 min,"Animation, Crime, Drama",8.0,67        ,Satoshi Kon,"85,688",$0.78M
421,Asterix in America,(1994),,85 min,"Animation, Adventure, Comedy",5.9,,Gerhard Hahn,"8,084",$0.77M
422,Omoide no Marnie,(2014),P13,103 min,"Animation, Drama, Family",7.7,72        ,Hiromasa Yonebayashi,"44,298",$0.77M
423,Fire and Ice,(1983),U,81 min,"Animation, Adventure, Fantasy",6.5,45        ,Ralph Bakshi,"11,816",$0.76M
424,Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu,(2002),,80 min,"Animation, Action, Adventure",6.0,27        ,Jim Malone,"6,549",$0.75M
425,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,(2016),,134 min,Animation,8.5,,Harry Baweja,821,$0.69M
426,The Secret of Kells,(2009),U,71 min,"Animation, Adventure, Family",7.5,81        ,Tomm Moore,"37,140",$0.69M
427,The Thief and the Cobbler,(1993),,99 min,"Animation, Action, Adventure",7.1,,Richard Williams,"4,380",$0.67M
428,Kochadaiiyaan,(2014),,118 min,"Animation, Action, Adventure",6.2,,Soundarya Rajinikanth Vishagan,"5,252",$0.66M
429,Metoroporisu,(2001),U,108 min,"Animation, Adventure, Drama",7.2,75        ,Rintarô,"22,094",$0.64M
